pairs,predict_proba
"(2552484.0, 2558847.0)",4.994168830672173
"(2555322.0, 2557979.0)",4.983465090591176
"(2532828.0, 2556456.0)",4.977854788964298
"(2495617.0, 2532986.0)",4.965269946460874
"(2505660.0, 2558067.0)",4.953021752415029
"(2555310.0, 2557920.0)",4.948687001756458
"(2558133.0, 2560886.0)",4.948236681906211
"(2552448.0, 2559012.0)",4.942076723112474
"(2543711.0, 2556711.0)",4.941640017181197
"(2505708.0, 2540152.0)",4.940887007697895
"(2495343.0, 2561366.0)",4.938920276638454
"(2555531.0, 2557840.0)",4.931569984709411
"(2506268.0, 2557969.0)",4.915577126971774
"(2540143.0, 2541792.0)",4.9139494062977676
"(2495872.0, 2540180.0)",4.911575195301025
"(2550842.0, 2558182.0)",4.909432083334789
"(494259.0, 2555329.0)",4.900104251143187
"(2543811.0, 2558108.0)",4.885065734056813
"(2533056.0, 2540152.0)",4.88310729371226
"(2505660.0, 2508004.0)",4.88091670331512
"(2505708.0, 2560753.0)",4.879314507337039
"(2539290.0, 2560713.0)",4.864415901329181
"(80668.0, 2533056.0)",4.8425888903200125
"(494307.0, 2532898.0)",4.840199764460156
"(2495872.0, 2533049.0)",4.833733429411117
"(2495504.0, 2557887.0)",4.822118277643763
"(2555568.0, 2560819.0)",4.818622234811056
"(2533056.0, 2555175.0)",4.810444816137504
"(2495872.0, 2560851.0)",4.796055195077822
"(2560916.0, 2560964.0)",4.778326590473626
"(2539240.0, 2560914.0)",4.7607416349347345
"(80668.0, 2560775.0)",4.756916631508098
"(494259.0, 2532848.0)",4.751836221548933
"(2506353.0, 2532986.0)",4.7495565179696815
"(2558121.0, 2561006.0)",4.737157011590066
"(2495613.0, 2556587.0)",4.734495958784022
"(2539237.0, 2556711.0)",4.732068982603503
"(2532861.0, 2560760.0)",4.724535848883319
"(2532920.0, 2560886.0)",4.720692133352408
"(2541200.0, 2555394.0)",4.715572707236012
"(2543680.0, 2561117.0)",4.695378206725834
"(2558061.0, 2558847.0)",4.693729366703357
"(2506353.0, 2507167.0)",4.66477842072373
"(2508107.0, 2555378.0)",4.65974697509763
"(2555175.0, 2560775.0)",4.6517537093238985
"(2543823.0, 2550164.0)",4.635675334396421
"(2543823.0, 2560916.0)",4.635675334396421
"(2495504.0, 2540170.0)",4.618520232842218
"(2543811.0, 2561131.0)",4.616342243437627
"(2539290.0, 2560914.0)",4.613636962870283
"(2539982.0, 2555530.0)",4.6103868600815705
"(2533059.0, 2560822.0)",4.600913480612642
"(2553655.0, 2560741.0)",4.59978977267674
"(2555177.0, 2560746.0)",4.59608695652174
"(2533056.0, 2560753.0)",4.5948839455443204
"(2555530.0, 2558061.0)",4.594033044224258
"(2540155.0, 2560746.0)",4.586490809935766
"(2532800.0, 2552689.0)",4.575372045376248
"(2543823.0, 2552389.0)",4.567590228013442
"(2495504.0, 2539293.0)",4.55303256540404
"(2495153.0, 2506353.0)",4.552531958073916
"(71423.0, 2550613.0)",4.552237940393856
"(2541958.0, 2556828.0)",4.551255667814467
"(2539320.0, 2540162.0)",4.530684763987471
"(2532986.0, 2560819.0)",4.527415351811171
"(2507817.0, 2560914.0)",4.525984156294488
"(2543830.0, 2543855.0)",4.519440558879367
"(1302.0, 2540197.0)",4.516068406521876
"(2540155.0, 2559012.0)",4.515144432402716
"(2495108.0, 2553500.0)",4.498146822881038
"(2540170.0, 2543830.0)",4.475663089985075
"(2539653.0, 2552392.0)",4.451222482481141
"(2541792.0, 2552454.0)",4.440031088668289
"(2530510.0, 2560946.0)",4.439392419259952
"(2495617.0, 2506353.0)",4.439276006864001
"(2552389.0, 2555540.0)",4.438825644956996
"(2495507.0, 2561006.0)",4.4359301933721715
"(2539237.0, 2561008.0)",4.430404691971384
"(2556587.0, 2558168.0)",4.425943896581693
"(2560753.0, 2560775.0)",4.422515548719918
"(496739.0, 2560966.0)",4.417550782520988
"(494259.0, 2555280.0)",4.4018362215489315
"(2552568.0, 2560908.0)",4.399736797188319
"(2555394.0, 2559054.0)",4.399353309166489
"(496727.0, 2540221.0)",4.382201838615767
"(2556567.0, 2560930.0)",4.379489592981891
"(2540219.0, 2543597.0)",4.37396386511682
"(2555158.0, 2555339.0)",4.369078434055329
"(2354.0, 2555339.0)",4.369078434055329
"(2354.0, 71423.0)",4.368055959314235
"(2543830.0, 2557887.0)",4.349056595983371
"(2552448.0, 2558033.0)",4.341670012043356
"(2495507.0, 2560850.0)",4.32510854048393
"(2558121.0, 2561117.0)",4.308696403544169
"(2560850.0, 2561117.0)",4.30719984203458
"(2555378.0, 2556642.0)",4.290750438935982
"(2558033.0, 2560741.0)",4.273584905660377
"(2550164.0, 2560964.0)",4.271504900044816
"(2558121.0, 2560850.0)",4.266957231078576
"(2555342.0, 2555394.0)",4.265042439778922
"(2555255.0, 2561132.0)",4.25827491509158
"(4365.0, 2505660.0)",4.257685473327784
"(2555277.0, 2558847.0)",4.2576733213509925
"(2541243.0, 2560754.0)",4.255351039540908
"(2354.0, 494277.0)",4.250650986489001
"(79848.0, 2556587.0)",4.248525911937015
"(2532828.0, 2556567.0)",4.247850298351905
"(2495507.0, 2561117.0)",4.241732721776001
"(1302.0, 2543492.0)",4.240850994947298
"(2539982.0, 2558847.0)",4.23415314227009
"(2558976.0, 2561131.0)",4.2217369580069
"(2552592.0, 2557945.0)",4.218589549638469
"(2532828.0, 2552592.0)",4.218353796171004
"(494307.0, 2555550.0)",4.216014534561661
"(2532828.0, 2560884.0)",4.206958922981083
"(2532861.0, 2558182.0)",4.197461370798786
"(2541162.0, 2561008.0)",4.195079376868273
"(2552312.0, 2559012.0)",4.178875765578606
"(2534832.0, 2552689.0)",4.1773537201061455
"(2534832.0, 2557958.0)",4.1773537201061455
"(79848.0, 2534832.0)",4.1773537201061455
"(2553353.0, 2561366.0)",4.17456916089746
"(2550654.0, 2558157.0)",4.166345095088912
"(2540143.0, 2556512.0)",4.162591261652317
"(2508107.0, 2558067.0)",4.1556574834552205
"(2552697.0, 2560755.0)",4.152533268218045
"(2532848.0, 2561008.0)",4.144929189133606
"(2555345.0, 2556278.0)",4.141912076841603
"(2556934.0, 2557945.0)",4.140351271372738
"(2556775.0, 2560921.0)",4.136170212765958
"(494259.0, 2543711.0)",4.121172865772044
"(2558062.0, 2559054.0)",4.120542840493815
"(2539653.0, 2556443.0)",4.116904604144739
"(2534830.0, 2560913.0)",4.114091870899198
"(2552392.0, 2557967.0)",4.110807851158999
"(2495507.0, 2558157.0)",4.10415893374005
"(2534832.0, 2552315.0)",4.0950965508184485
"(2499278.0, 2552391.0)",4.094793042737382
"(2543720.0, 2556475.0)",4.075930739974323
"(2550842.0, 2556828.0)",4.056329828626333
"(2556445.0, 2557967.0)",4.04295558124648
"(2555310.0, 2560908.0)",4.039828169315546
"(2495507.0, 2550654.0)",4.0318199355766495
"(2495343.0, 2532877.0)",4.019646279107795
"(71423.0, 2555158.0)",4.011075910933954
"(2532800.0, 2552315.0)",4.0060318996179785
"(2495504.0, 2543769.0)",4.005182767614783
"(2495251.0, 2533049.0)",4.004793006284257
"(2506353.0, 2558062.0)",4.003199095657302
"(2539982.0, 2558163.0)",3.9944740532959324
"(2539293.0, 2540170.0)",3.9915609934976857
"(238227.0, 2552386.0)",3.9863211789328985
"(1302.0, 2556277.0)",3.969161111308753
"(2557867.0, 2560713.0)",3.9597663603059132
"(2543769.0, 2558009.0)",3.9492371424124952
"(2506268.0, 2539240.0)",3.9465438451596535
"(2495807.0, 2543769.0)",3.937097661231804
"(2555339.0, 2558005.0)",3.93219806763285
"(2555383.0, 2560795.0)",3.9321369151380523
"(2541958.0, 2560760.0)",3.931432400607458
"(2543720.0, 2555540.0)",3.9250379401813396
"(2552454.0, 2556512.0)",3.9097949987651797
"(2555539.0, 2560966.0)",3.9029888447829286
"(2495613.0, 2555383.0)",3.885959421758346
"(496727.0, 2552289.0)",3.8832303293840025
"(2552386.0, 2561131.0)",3.881030855598671
"(2555177.0, 2560741.0)",3.8752080935595643
"(2532877.0, 2533059.0)",3.8586129565958167
"(89756.0, 2543699.0)",3.8538606605357106
"(2506268.0, 2543851.0)",3.843916530125953
"(2506789.0, 2543470.0)",3.84328016276193
"(2532948.0, 2558033.0)",3.8416700120433562
"(2555177.0, 2558033.0)",3.8416700120433562
"(2539309.0, 2560966.0)",3.83957960773239
"(2543470.0, 2556480.0)",3.837812291133096
"(238227.0, 2560789.0)",3.831494756506271
"(2555540.0, 2560916.0)",3.829751920949435
"(2506345.0, 2556278.0)",3.8286185919853937
"(2543850.0, 2552392.0)",3.8181000498114286
"(2555345.0, 2555550.0)",3.803204335229525
"(2560884.0, 2561039.0)",3.7918025570046225
"(2539338.0, 2541792.0)",3.789479389727844
"(2532875.0, 2541792.0)",3.789479389727844
"(2506352.0, 2560753.0)",3.7817763524210717
"(2552312.0, 2558033.0)",3.7735849056603774
"(2555344.0, 2556559.0)",3.7676174908852413
"(2540219.0, 2557979.0)",3.7536829809351255
"(2557887.0, 2558009.0)",3.7533033482920777
"(2555394.0, 2560819.0)",3.753278522075121
"(2555166.0, 2560916.0)",3.7493060406035656
"(2561006.0, 2561117.0)",3.7492912502040943
"(2543680.0, 2561006.0)",3.7386805376570433
"(2543459.0, 2559012.0)",3.7353062784056625
"(2533059.0, 2561366.0)",3.7227733196876294
"(2558168.0, 2559260.0)",3.6980203212103295
"(2557979.0, 2560822.0)",3.6847331092598568
"(2495108.0, 2555155.0)",3.6846773283979575
"(2539311.0, 2543720.0)",3.681608641079786
"(2532948.0, 2560741.0)",3.6810591573893516
"(71423.0, 2540162.0)",3.678960621072353
"(2559164.0, 2560760.0)",3.6579115874509616
"(2506352.0, 2540152.0)",3.6523067529024695
"(80431.0, 2543470.0)",3.6521493464884225
"(2557840.0, 2560908.0)",3.6498754745406288
"(80668.0, 2505708.0)",3.6496872098868716
"(2539653.0, 2558184.0)",3.643924023737216
"(2539334.0, 2552392.0)",3.641698672957332
"(2495807.0, 2540170.0)",3.6185202328422177
"(2543711.0, 2550659.0)",3.6179501169869006
"(2550659.0, 2555329.0)",3.6179501169869006
"(2543505.0, 2550930.0)",3.6128055512835324
"(2543464.0, 2552279.0)",3.610071630851241
"(2532877.0, 2543597.0)",3.605590851274304
"(2495507.0, 2543680.0)",3.604226941498051
"(2555255.0, 2557967.0)",3.5913426780206734
"(2506352.0, 2555175.0)",3.5908500764286346
"(2557969.0, 2560914.0)",3.5884354449322275
"(494259.0, 2539237.0)",3.5795104962387754
"(2557867.0, 2560914.0)",3.5698153589422956
"(2507917.0, 2532898.0)",3.5551207453914904
"(2495807.0, 2539293.0)",3.5530325654040404
"(2555342.0, 2560819.0)",3.5325749115991227
"(2533049.0, 2560851.0)",3.523516703793508
"(2506268.0, 2560766.0)",3.510583196792619
"(2543597.0, 2561366.0)",3.508581149589708
"(2507817.0, 2557969.0)",3.5072574597035593
"(2560713.0, 2560766.0)",3.5041383489255553
"(496735.0, 2495251.0)",3.5011816098269497
"(2533049.0, 2540180.0)",3.496445737227266
"(494277.0, 2550613.0)",3.4906132677896586
"(2556367.0, 2558982.0)",3.488463849628361
"(2556475.0, 2560964.0)",3.487740971962254
"(2541243.0, 2543699.0)",3.4804324937595004
"(2495343.0, 2540219.0)",3.478701322828009
"(2555568.0, 2558062.0)",3.474116402673662
"(2555552.0, 2557945.0)",3.4360764657791965
"(2543680.0, 2558121.0)",3.4351917304943487
"(494277.0, 2555158.0)",3.42252816140668
"(2556828.0, 2557927.0)",3.4150854550485095
"(2507167.0, 2559054.0)",3.4144601965857144
"(2539293.0, 2543830.0)",3.410175422546898
"(2560830.0, 2561132.0)",3.4070005532758545
"(2560850.0, 2561006.0)",3.4044152164440487
"(2541958.0, 2558182.0)",3.404357922522923
"(494289.0, 2555155.0)",3.3965738801220953
"(2550659.0, 2555280.0)",3.39009032453217
"(2555540.0, 2556475.0)",3.3889961016946515
"(2543850.0, 2555255.0)",3.3871026701994116
"(2495343.0, 2533059.0)",3.3852817015959173
"(2534832.0, 2555383.0)",3.384250271830284
"(2555280.0, 2561008.0)",3.383164483251253
"(2543637.0, 2560964.0)",3.382805129939842
"(496735.0, 2533049.0)",3.3812090114858178
"(2555546.0, 2557979.0)",3.371956288530815
"(2495251.0, 2560851.0)",3.3631870613842523
"(2507167.0, 2555394.0)",3.359199623939685
"(2559012.0, 2560741.0)",3.3385525853087765
"(2557979.0, 2561366.0)",3.3381579350722443
"(2533008.0, 2539982.0)",3.3275242872541373
"(2508107.0, 2552279.0)",3.3100716308512412
"(2540219.0, 2553353.0)",3.3023304918500553
"(2532828.0, 2555552.0)",3.3013399052762358
"(2555339.0, 2558065.0)",3.3009933276723498
"(494277.0, 2558005.0)",3.2954988437234434
"(4365.0, 2556642.0)",3.290750438935982
"(2555531.0, 2560908.0)",3.285103906449569
"(2556567.0, 2557945.0)",3.283700198096411
"(2539982.0, 2552484.0)",3.2814300481649483
"(2307.0, 2543592.0)",3.2694647344039636
"(2557920.0, 2560908.0)",3.268230603087719
"(2505660.0, 2540164.0)",3.2623837750021263
"(2555344.0, 2555386.0)",3.26174127998274
"(2506268.0, 2557867.0)",3.255454411961499
"(2507167.0, 2555568.0)",3.2524549554602613
"(2495343.0, 2543597.0)",3.236438435938405
"(2543474.0, 2558982.0)",3.235442772344989
"(2556480.0, 2560984.0)",3.2326586296679385
"(2495775.0, 2556642.0)",3.222665332553003
"(71423.0, 2558065.0)",3.219970612519333
"(238227.0, 2543811.0)",3.2043562796130987
"(79848.0, 2559260.0)",3.203529165833943
"(2555386.0, 2558849.0)",3.1998038554795976
"(2539338.0, 2556512.0)",3.1955092844794653
"(2553822.0, 2556512.0)",3.1955092844794653
"(2532875.0, 2556512.0)",3.1955092844794653
"(71423.0, 2558005.0)",3.186515597338529
"(2495343.0, 2555546.0)",3.1810300125383764
"(2543637.0, 2557980.0)",3.1789398420762276
"(2543720.0, 2543823.0)",3.1683525695796506
"(2552689.0, 2558168.0)",3.161042297671897
"(80431.0, 2556480.0)",3.1591558151970194
"(2541162.0, 2556711.0)",3.1517816234691214
"(2532828.0, 2556934.0)",3.137033126966166
"(2505660.0, 2555378.0)",3.1262135622361686
"(2552592.0, 2561039.0)",3.122346366364757
"(238227.0, 2557961.0)",3.1220991103254008
"(2552592.0, 2555552.0)",3.120287233091762
"(2506268.0, 2539290.0)",3.1192841991955413
"(2540164.0, 2556642.0)",3.116837395457721
"(2495617.0, 2558062.0)",3.1167742196230623
"(494277.0, 2540162.0)",3.1161729199919357
"(2552592.0, 2560930.0)",3.107710901225081
"(2543720.0, 2557980.0)",3.104579912646929
"(494261.0, 2552484.0)",3.101022457471127
"(2539293.0, 2558009.0)",3.094170298424323
"(2543823.0, 2557980.0)",3.093933023938927
"(2558821.0, 2560913.0)",3.092631578947368
"(2550930.0, 2555550.0)",3.090402543122698
"(2556655.0, 2560917.0)",3.0807787398928026
"(2552392.0, 2556445.0)",3.0733778131068896
"(494261.0, 2555277.0)",3.0683985523776647
"(2530794.0, 2543592.0)",3.062321877261105
"(2539932.0, 2557887.0)",3.0522689664423073
"(2552592.0, 2560884.0)",3.042031686822463
"(2558168.0, 2560795.0)",3.033401335858642
"(2557980.0, 2560964.0)",3.0320370584573535
"(2534830.0, 2552262.0)",3.0270473363014254
"(2539237.0, 2561340.0)",3.0233908074102436
"(2555552.0, 2560930.0)",3.010563283133794
"(2543769.0, 2543830.0)",3.005182767614782
"(2541792.0, 2553822.0)",2.9963759414519817
"(2541792.0, 2556512.0)",2.995605056368239
"(2534830.0, 2540288.0)",2.994672205973579
"(2560884.0, 2560930.0)",2.9848142791864993
"(2532877.0, 2540219.0)",2.9836463421585337
"(2555155.0, 2560877.0)",2.9763029161184766
"(2552484.0, 2555530.0)",2.9619825254627625
"(2507817.0, 2539290.0)",2.949325705526612
"(2543597.0, 2555546.0)",2.947497949138638
"(2533049.0, 2552490.0)",2.9424865319210363
"(2532946.0, 2558849.0)",2.9336569528806913
"(2532804.0, 2539943.0)",2.931923661585384
"(2560966.0, 2561147.0)",2.9316217260833266
"(2539320.0, 2555339.0)",2.9315192743764173
"(2495251.0, 2540180.0)",2.9230317132767087
"(2540287.0, 2557979.0)",2.913043478260869
"(2495343.0, 2540287.0)",2.913043478260869
"(2495153.0, 2495617.0)",2.906321292805071
"(2560850.0, 2560917.0)",2.9003363577450423
"(2556711.0, 2561340.0)",2.8983908074102436
"(2495507.0, 2543741.0)",2.896849476322101
"(2535613.0, 2552289.0)",2.8966618287373005
"(2550930.0, 2560946.0)",2.888072448101909
"(2556443.0, 2557967.0)",2.8859825706072915
"(89756.0, 2560754.0)",2.869012789222961
"(2555551.0, 2558005.0)",2.8648302617355434
"(89756.0, 2558189.0)",2.862267327874524
"(2539243.0, 2558925.0)",2.8431697207815185
"(238227.0, 2558976.0)",2.8406849627502915
"(2495617.0, 2507167.0)",2.837210946295129
"(2552289.0, 2555386.0)",2.828238512690058
"(2558067.0, 2560963.0)",2.826164874551971
"(2557958.0, 2558168.0)",2.8259803549468225
"(2532928.0, 2560982.0)",2.819316633476575
"(2558121.0, 2560917.0)",2.8189794139364737
"(2543470.0, 2557880.0)",2.8189558029736523
"(2555530.0, 2558847.0)",2.818952400811661
"(2543470.0, 2560952.0)",2.8128347729512555
"(494261.0, 2558847.0)",2.8120343931223983
"(2539338.0, 2543738.0)",2.807206846074494
"(2532875.0, 2543738.0)",2.807206846074494
"(2555394.0, 2558062.0)",2.7998694707114193
"(2525323.0, 2552448.0)",2.7903104019755656
"(2555161.0, 2560982.0)",2.7888755758608847
"(496723.0, 2560827.0)",2.783174899488068
"(2543592.0, 2556775.0)",2.7830441324824973
"(2505708.0, 2506352.0)",2.7818558791365637
"(2540164.0, 2558166.0)",2.7735849056603774
"(2552391.0, 2558157.0)",2.7643061512156626
"(496727.0, 2555344.0)",2.7631088269158166
"(494307.0, 2506345.0)",2.7488225320912454
"(2539653.0, 2557967.0)",2.7341176107063823
"(2553637.0, 2558925.0)",2.7046186895810953
"(2499278.0, 2543741.0)",2.7035503890561303
"(2560913.0, 2561527.0)",2.701516049868507
"(2553822.0, 2561017.0)",2.691515157485042
"(4365.0, 2552279.0)",2.684392837594808
"(2506861.0, 2552259.0)",2.675502956199976
"(2556587.0, 2560795.0)",2.671909508450794
"(2541243.0, 2558189.0)",2.6713410518820857
"(496733.0, 2540221.0)",2.6706871859362584
"(2558157.0, 2560917.0)",2.670196544757145
"(2534830.0, 2557955.0)",2.6693483233172723
"(2506345.0, 2555550.0)",2.6671152150180744
"(2532928.0, 2543571.0)",2.6628731161048256
"(80668.0, 2506352.0)",2.658778956059642
"(494259.0, 2550659.0)",2.6508999197345684
"(2558033.0, 2559012.0)",2.6485849056603774
"(2541162.0, 2550659.0)",2.6381040854264928
"(2550930.0, 2555345.0)",2.635004159240716
"(2552279.0, 2555378.0)",2.630479794116547
"(2495775.0, 2552279.0)",2.630479794116547
"(2553441.0, 2560775.0)",2.625
"(80668.0, 2553441.0)",2.625
"(2558062.0, 2560819.0)",2.6187899997078667
"(2533062.0, 2558189.0)",2.6174280084038246
"(494287.0, 2558189.0)",2.6174280084038246
"(2530510.0, 2550930.0)",2.6174133512650073
"(2543459.0, 2560741.0)",2.615506210096905
"(2550257.0, 2561417.0)",2.608603168058822
"(2508004.0, 2555505.0)",2.6080375891243808
"(2532848.0, 2550659.0)",2.5969868762563078
"(2539935.0, 2561147.0)",2.595243936773519
"(2543505.0, 2559293.0)",2.5905009455702803
"(2558982.0, 2560970.0)",2.568463849628361
"(2556655.0, 2558157.0)",2.5606285521581342
"(2532804.0, 2553796.0)",2.5597587685806475
"(71251.0, 2533057.0)",2.5523540828249494
"(2557995.0, 2560822.0)",2.5506781435978647
"(2555339.0, 2555551.0)",2.5483870967741935
"(2539932.0, 2543769.0)",2.5445777623680303
"(2532961.0, 2555155.0)",2.537774488024831
"(2543505.0, 2555345.0)",2.534911652302696
"(494307.0, 2555345.0)",2.534911652302696
"(2558259.0, 2558925.0)",2.5260965500498114
"(2555155.0, 2555381.0)",2.5208390105858927
"(2552289.0, 2556559.0)",2.514809276752423
"(494287.0, 2543699.0)",2.5127871610485935
"(2532804.0, 2558136.0)",2.509826223130772
"(2558189.0, 2560754.0)",2.494351085326902
"(2506353.0, 2541200.0)",2.493210679990548
"(2543741.0, 2556655.0)",2.4925434457751554
"(2495507.0, 2556655.0)",2.4925434457751554
"(2550654.0, 2556655.0)",2.4925434457751554
"(2552392.0, 2555255.0)",2.4832138786806603
"(2535609.0, 2543869.0)",2.482926829268293
"(2541792.0, 2543738.0)",2.4722220790057463
"(2555345.0, 2560946.0)",2.4637833283410036
"(2533049.0, 2558094.0)",2.455291923951661
"(4365.0, 2558166.0)",2.4544359694901647
"(494287.0, 2560754.0)",2.446043318002007
"(2540170.0, 2557887.0)",2.445082735182532
"(2532890.0, 2539243.0)",2.433174899488068
"(2532890.0, 2558259.0)",2.433174899488068
"(2507167.0, 2560819.0)",2.4255382806565255
"(2553441.0, 2560753.0)",2.425
"(2553441.0, 2555175.0)",2.425
"(2550842.0, 2560760.0)",2.4240432380458814
"(2543738.0, 2553822.0)",2.4239394633724034
"(80431.0, 2552697.0)",2.4226001565502027
"(2556148.0, 2558182.0)",2.421146665854576
"(2540170.0, 2558009.0)",2.4204675610648985
"(2495775.0, 2560963.0)",2.416328808978201
"(2552312.0, 2560741.0)",2.4071095151127126
"(2508004.0, 2552279.0)",2.4066150598170304
"(2495872.0, 2558094.0)",2.401335865099406
"(2555349.0, 2556775.0)",2.3984287478671122
"(2532877.0, 2561366.0)",2.391750465317699
"(2495251.0, 2552490.0)",2.3913225109506513
"(494261.0, 2555530.0)",2.3907698634034187
"(2557945.0, 2560884.0)",2.3805891860534887
"(2560713.0, 2560914.0)",2.3803673023210195
"(2495202.0, 2560946.0)",2.376334147192187
"(2550613.0, 2555339.0)",2.3690784340553286
"(2543592.0, 2552265.0)",2.3684443262406965
"(2530510.0, 2560763.0)",2.3495599832550447
"(2533062.0, 2560754.0)",2.340181675408516
"(2557855.0, 2561527.0)",2.336019919141196
"(2543850.0, 2558184.0)",2.3357811014721745
"(2505660.0, 2552279.0)",2.3322938530734634
"(2532877.0, 2557979.0)",2.3315919115756216
"(496727.0, 2558849.0)",2.3252703400473007
"(2543720.0, 2555166.0)",2.3222069067318603
"(2354.0, 2555551.0)",2.3193904778010026
"(2558060.0, 2561131.0)",2.313952620630155
"(2552259.0, 2560930.0)",2.311217241914262
"(238227.0, 2561131.0)",2.3023896228074725
"(2555329.0, 2561008.0)",2.3009073139635556
"(2550565.0, 2556567.0)",2.298392013446209
"(2556429.0, 2557961.0)",2.2973232669869597
"(2552262.0, 2558821.0)",2.2939946543390475
"(2558094.0, 2559152.0)",2.293940226665044
"(2552385.0, 2555155.0)",2.286710658237597
"(2543681.0, 2555155.0)",2.286710658237597
"(2558849.0, 2560712.0)",2.2861735134585026
"(2543850.0, 2557967.0)",2.2857142857142856
"(2557967.0, 2558184.0)",2.2825047074805758
"(2540221.0, 2560712.0)",2.277882846641309
"(2555175.0, 2558171.0)",2.269473914071444
"(306.0, 2507167.0)",2.2675968832632076
"(2533060.0, 2555355.0)",2.2620826499372724
"(2556480.0, 2560755.0)",2.259859720197673
"(2533057.0, 2541243.0)",2.2557685255251068
"(2533060.0, 2558982.0)",2.250184128316234
"(496733.0, 2541696.0)",2.2483600970927524
"(2541696.0, 2560712.0)",2.2483600970927524
"(2558094.0, 2560851.0)",2.241794130827409
"(2543470.0, 2560984.0)",2.2326586296679385
"(2506345.0, 2507917.0)",2.228551702353287
"(2505708.0, 2533056.0)",2.2278657131850568
"(2540221.0, 2555386.0)",2.2242328066711288
"(2543850.0, 2560830.0)",2.2115701927252083
"(80668.0, 2558171.0)",2.201388807688465
"(2507817.0, 2556652.0)",2.19551616588951
"(2556652.0, 2560713.0)",2.19551616588951
"(2508107.0, 2556642.0)",2.1943212067435667
"(2543592.0, 2555349.0)",2.187321877261105
"(2540143.0, 2543738.0)",2.1854629365088982
"(2543470.0, 2553796.0)",2.1842794471063813
"(2541696.0, 2556559.0)",2.1802749907097736
"(2553657.0, 2557979.0)",2.174928041734278
"(2495343.0, 2553657.0)",2.174928041734278
"(2555546.0, 2558819.0)",2.1739130434782608
"(2553657.0, 2558819.0)",2.1739130434782608
"(2553657.0, 2555546.0)",2.1739130434782608
"(2540287.0, 2558819.0)",2.1739130434782608
"(2495343.0, 2558819.0)",2.1739130434782608
"(2540287.0, 2555546.0)",2.1739130434782608
"(2557979.0, 2558819.0)",2.1739130434782608
"(2540287.0, 2553657.0)",2.1739130434782608
"(2550654.0, 2552391.0)",2.173695385170114
"(2507917.0, 2559293.0)",2.167840819005085
"(2532804.0, 2532920.0)",2.167063005436483
"(2543855.0, 2559054.0)",2.156785952575114
"(2507167.0, 2558062.0)",2.150885830482747
"(2559152.0, 2560851.0)",2.146177983934513
"(2532800.0, 2555383.0)",2.143648981159354
"(2508084.0, 2539982.0)",2.142967929652899
"(2530794.0, 2561417.0)",2.142857142857143
"(2555547.0, 2560970.0)",2.1401348407896768
"(496727.0, 2541696.0)",2.137248985981641
"(2532946.0, 2541696.0)",2.137248985981641
"(2540164.0, 2557841.0)",2.1361702127659576
"(2557841.0, 2558067.0)",2.1361702127659576
"(2495251.0, 2558094.0)",2.136037798735815
"(2539311.0, 2543823.0)",2.1335510312004233
"(2505660.0, 2508107.0)",2.1289848537821037
"(2539290.0, 2556652.0)",2.1274310595065313
"(2550613.0, 2561033.0)",2.123076923076923
"(2558065.0, 2561033.0)",2.123076923076923
"(2539653.0, 2561132.0)",2.122883348292388
"(2555547.0, 2560839.0)",2.1132758045686266
"(496735.0, 2558094.0)",2.1080084181761576
"(2495108.0, 2555381.0)",2.1071618597995836
"(2557955.0, 2561527.0)",2.106608986476661
"(2539311.0, 2555540.0)",2.1034310028421794
"(2559053.0, 2560966.0)",2.101625898639774
"(2532875.0, 2561017.0)",2.098700368507017
"(2507817.0, 2557867.0)",2.098589207981604
"(2495507.0, 2558121.0)",2.0979862064535855
"(4365.0, 2560963.0)",2.0971798728079882
"(2555552.0, 2561039.0)",2.09212915620103
"(2532946.0, 2540221.0)",2.089367296496989
"(2532986.0, 2543855.0)",2.0887008461921353
"(2540180.0, 2558094.0)",2.0875819414611154
"(2508004.0, 2556642.0)",2.082257169287697
"(2530510.0, 2559293.0)",2.082257169287697
"(2555381.0, 2560877.0)",2.082257169287697
"(494289.0, 2560901.0)",2.078685740716268
"(2555547.0, 2556367.0)",2.072049734406698
"(494261.0, 2539982.0)",2.071831167421797
"(2535613.0, 2541696.0)",2.069163879598662
"(496723.0, 2550257.0)",2.0688891852023534
"(2495775.0, 2558166.0)",2.068085106382979
"(2552262.0, 2556587.0)",2.068085106382979
"(2499278.0, 2556655.0)",2.068085106382979
"(2532961.0, 2555381.0)",2.068085106382979
"(2543872.0, 2556587.0)",2.068085106382979
"(2540288.0, 2556587.0)",2.068085106382979
"(2535609.0, 2556587.0)",2.068085106382979
"(71441.0, 2556587.0)",2.068085106382979
"(2530491.0, 2543769.0)",2.0645147894850684
"(2543699.0, 2556571.0)",2.062538218021384
"(89756.0, 2533057.0)",2.0613693215621325
"(2543680.0, 2560850.0)",2.0592169955216777
"(2555161.0, 2560984.0)",2.0417323536755
"(2540152.0, 2558171.0)",2.0402357534674636
"(2555552.0, 2556456.0)",2.034180513610188
"(2550654.0, 2560917.0)",2.0339831847474947
"(2555280.0, 2561340.0)",2.0217857381613724
"(2532848.0, 2561340.0)",2.0217857381613724
"(2506345.0, 2532898.0)",2.019230769230769
"(2558070.0, 2561316.0)",2.014172062904718
"(2543738.0, 2552454.0)",2.0087087234211776
"(2555158.0, 2561033.0)",2.0
"(2552427.0, 2553822.0)",2.0
